image_name,class_id,xmin,ymin,xmax,ymax,recognized_text
5600821261717_5_ucb.JPG,5,1267,355,2541,3688,"100% NATURAL INGREDIENTS NO PRESERVATIVES LOW CALORIES NEVER FROM CONTNTRATE GLUTEN FREE LUVING FOOD ORGANIC NOTHING ARTIFQAL Kombuda orginaly from Ouna hasbeenkom EGAN lorcnnesasuemodhenm ebd Wa poudyfolowdeoigind Oinese nedpe weonl ushghqualty; naurd igredents-geen ta kmmentedwith organik rawanesgr 2 andor oxn albre dGvebadteria andyeast (SCOBY) Thas howwesctauthenüc 10096 Kombudha Wida gexttasste Pureadyetdefdous Andentandya uique Bobyandyet fresh-tastig Auer Captan Company; we vant bhse youtbecome theqptainafyourFle Weseelfea asequenc o doicesandarnoeisbhepyou @oose Webeeetat what weputhor egneafleds croeawel beng So, forsoni natgnsandnad goodness; wavegoodbyet auidddiksanduyourKombudha-#mae yourlleplainsaing MIND GUTI LooK OuT FOR OUR CUISYCAPINN@N NATURAL [CUISY_CNTAN REFRESHING FLAVOURSI [CUiSY CNINN PER ml 741/1k2 Fett fat 'gesättigte Fettsäuren ofwhich saturates 0g 1 Zucker Grohydragar 48 sugars protein 08 Salz | salt cUilsy wiey THE OTHER AND 100 Brennwert | energy Davon5 Kohlenhydrate Davon7 Eiweiß"
5000112548167_4_ucb.JPG,7,2626,1760,2785,1877,"0,5L"
5000112548167_4_ucb.JPG,2,1779,1958,2581,2364,"""6c&"
5000112548167_4_ucb.JPG,19,2622,1883,2778,2167,"0 2W 0,4 kcal 09' %8 Joomd; 250m/1 Ubtio|"
5000112548167_4_ucb.JPG,1,1805,2394,2194,2525,ligbt taate
5000112548167_4_ucb.JPG,5,1770,252,2942,4363,"OHNE KALORIEN 0,5L 25Oml [ 2k 0,4 kcal 09' 7ooml: ""Gl % shmic ligbt taate"
5000159471510_2_ucb.JPG,3,2373,2533,2902,3308,= Y 4 0
5000159471510_2_ucb.JPG,7,1182,3249,1568,3380,220 g €
5000159471510_2_ucb.JPG,6,1589,3228,1727,3366,
5000159471510_2_ucb.JPG,6,1770,3158,1972,3378,
5000159471510_2_ucb.JPG,11,1169,2838,2344,3113,"IMP: T Mars Austria OG, 92 A-1200 Wien 02762 601-0 www.mars at D Mars GmbH D-82004 089 130 130 60 WWW.mars:de 55 mviars Mntesaachisgan 989 Plaza de Carlos Trias Bertran, 4, 1a 28020 Madrid;, Espana 900 10 25 88, WWW.mars.es Handelskai planta;,"
5000159471510_2_ucb.JPG,12,1089,1188,2795,1869,6uo Portionen pro Fauuny: Portionsgrösse: Tamano de la 1 449 (%*) Nährwertinformation 1 Informacion Nutricional_ /100g 949kJ (11%) 2157kJ 516kcal 227kcal (11%) Energie Valor energetico 11g (16%) 26g Fett Grasas 4.79 (24%) gesattigte Fettsäuren [ de Ias cuales saturadas_ 26g (10%) davon 58g Kohlenhydrate Hidratos de carbono (26%) 53g davon Zucker de los cuales azucares_ 4.49 (9%) Eiweiss Proteinas 0.10g 0.049 (< 1%) Salz Sal (8 400 kJI2 OOO kcal) / bnittlichen Erwachsenen 449 porcion: 119 23g 109
5000159471510_2_ucb.JPG,10,1138,1958,2857,2604,"in Milchschokolade (48%) mit Zuckerübeczug PZaltaten; NT DE Erdnüsse (24%) Kakaobutter , Stärke; AckepErdnusss Kakaomasse veoiiEmlagatol veoiKakaobuter ; Snlchzuckete Gickosesirug magebinulchgheatet; BEmenlgater (scialiecit Dexirin Übealmkemal Stabilisator (Gummi arabicum) , Sheafett; {ausOa, EtgoeE170) Palmkerno (Carnaubawachs) , Farbstoffe (E100, E120, E133, [S Cacahuetes Aromen Salz 'Skann enthalten: aselnussa capadee aZLCaE._ingredientes: recubienos de chocolate con leche (48%) y una capa de cacao, almidon; saasade paiias de cacao, leche entera en manteca (lecitina de soja), lactosa Yaran 8 glucosa; leche descremada en enasgente (de Ia ieche) d0a,12 7 arabiga) , manteca de karit6 colorantes (E100 E120, E133, recabrgmiento (cera caraaubaaromlosa (Puede contener: aceite de semillas de (24%) azucar , polvo, 0229 grasa polvo mantequilla e 0 grasa Aante (goma oaenie E160a, E160e, sal. E170) . palma, avellana, almendra"
5000159471510_2_ucb.JPG,5,752,426,3176,3729,"Portionen pro Packung: Porciones por paquete: 5 Portionsgrösse: Tamano de la porcion: 449 449 (%*) Informacion Nutricional /100g Nährwertinformation_ 2157kJ 949kJ (11%) 516kcal 227kcal (11%) Energie Valor energetico 11g (16%) 26g Fett Grasas 119 4.79 (24%) davon gesattigte Fettsauren [ de las cuales_saturadas 26g (10%) 58g Kohlenhydrate Hidratos de carbono 23g (26%) davon Zucker / de Ios cuales azucares _ 53g 4.4g (9%) 10g Eiweiss Proteinas 0.10g 0 (< 1%) Salz Sal (8 400 kJI2 OOO kcal) / Referenzmenge für einen durchschnedicoh en 4owvaGi2sopenca ) 'Ingesta de referencia de un adulto medio (8 Milchschokolade (48%) mit Zuckerübeczug Patatet; 4I DE Erdnüsse (24%) in 'Kakaobutter , Stärke Palmfett; Ackepsrdnüsse; Kakaomasse veoilEnilcgatol vsojKakaobuier  Enilchzuckere Gickosesiug magebinunchgheatet; BEmenlgaten {Scjaliecit Dexarin Tbealmkendl Stabilisator (Gummi arabicuonte Sheaet ,Bizterreinett Eal60a. Exgoe; E77oh (Carnaubawachs) , Farbstoffe (E1OO, Mandel)  Cacahuetes Aromen Salz. (Kann enthalten: Haselnuss, de azucar. Ingredientes: recubienos chocolate con leche (48%) y una capa de cacao, almidon; sacsande paia de cacao, leche entera en manteca (lecitina de soja), lactosa ar de glucosa, leche descremada en enasgente (de la ieche} 00a,27 arabiga) , manteca de kanit6s colorantes (100, E120, E133, de 'recabigmiento (cera carnmubaaromlosa (Puede contener: aceite de semillas de A Z andere Milchschokolade neben Kakaobutter P contiene Elchoculare con cacao. de manteca de [L Mars Austria OG, 92 A-1200 Wien v IMP: 601-0, WWW.mars at D= Mars GmbH, D-82004 02162 089 130 130 60, WWW.mars:de 65 iviars 0 Mntesaachisgal 989 Plaza de Carlos Trias Bertran, 4, 1a 28020 Madrid; Espana 900 10 25 88, www.mars es 220 g e @ M 7 104g Palmkernöl, (24%) [ES azucar, de polvo, 022*9 grasa polvo, mantequilla 83 grasa Mane (goma enie E160a, E160e, sal. E170), = palma, avellana, almendra) . [2E pflanzliche enthslt Fette grasas vegetales auca [S deche ademas randelskai planta;"
5000159471510_2_ucb.JPG,9,1331,1965,2642,2070,"Erdnüsse (24%) in Milchschokolade (48%) Zbckterübsäzug Ahnulver Kakaobutter, mit"
5600821261717_4_ucb.JPG,22,1242,799,1474,1201,BIO-ORGANIC 87806 BrohagiquTure
5600821261717_4_ucb.JPG,15,2222,798,2425,1183,9 VEGAN CLABEY/
5600821261717_4_ucb.JPG,0,1455,1095,2215,1795,THE GUTsY
5600821261717_4_ucb.JPG,4,1334,1803,2332,2262,CAPTAIN KOMBUCHA
5600821261717_4_ucb.JPG,1,1306,2629,2374,2800,GINGER & LEMON
5600821261717_4_ucb.JPG,2,1576,1682,2067,1803,GUTsy THE
5600821261717_4_ucb.JPG,5,1196,338,2493,3753,[BIO-ORGANIC 7r06 VEGAN DiohagriQULTUre THE GUTsy CAPTAIN KOMBUCHA NATURALLY FERMENTED LIVING GREEN TEA GINGER & LEMON AUTHENTIC Delicicuu tadte 100% KOMBUCHA
5707196160192_1_ucb.JPG,5,26,1622,3977,3217,"a7 7 Schweinefleisch (NL] Pulled Pork. Varkensvlees met HALTBARKEIT: Bei +2'C bis maximal +7'C. Einmal (DE) Pulled Pork. water. Gemarineerd en geöffnet innerhalb von 2-3 Tagen verbrauchen. mit Zusatz von Wasser, mariniert und toegevoegd gegart. Das Nettogewicht von 550 g gegaard. Het netto gewicht van 550g CONSERVAZIONE: Conservare refrigerato a max: +4' C. setzt sich aus Braten und Bratensaft bestaat uit het vlees en de marinade. Una volta aperto consumare entro 2-3 giorni. zusammen. Während des Garvorgangs Tijdens het productieproces verliest HOUDBAARHEID: Gekoeld bewaren bij max +7'C. Na het im Beutel kocht Flüssigkeit aus, die het vlees vocht, wat in de verpakking ' gebruiken:. jedoch beim Zubereiten mit dem Fleisch achterblijft. Dit vocht kunt u met het openen van de verpakking binnen 2-3 dagen zu vermengen ist. bereiden door het vlees heen mengen. CONSERVATION: Ä conserver au refrigerateur a max +4* C. Consommer dans les 2 ou 3 jours apres ouverture. 5 '707196""160192' (ur) Pulled Pork. Carne di suino con (Fr) Pulled Pork. Viande de porc avec aggiunta di acqua. Marinata e cotta Il eau ajoutee; marinee et cuite Le poids peso netto di 550g 0 costituito da carne e net de 550 g se compose de viande et Nettogewicht: Bei +2'C bis maximal 7'C mindestens haltbar bis/ salsa. Durante il processo di cottura del de marinade Pendant le processus de (2-3 Portionen) 550 g Da consumarsi preferibilmente entro il/Ten minste prodotto nella pellicola la carne rilascia cuisson dans ('emballage; du liquide Peso Netto: houdbaar tot /4 consommer jusqu' au: 1 naturalmente del liquido che resta dentro peut sortir de la viande; il doit `tre (2-3 porzioni) 550 g 234 E3 alla confezione. Questo liquido fa parte melange avec la viande lors de la Nettogewicht: 18.02.23 Los del prodotto e deve essere mescolato alla preparation finale. (2-3 porties) 550 g carne durante la preparazionea casa. Poids net: DE (2-3 portions) 550 g Danish Crown Foods Germany GmbH NI 10845 DE-20251 Hamburg. www danishcrown.com EG"
5707196160192_1_ucb.JPG,4,1998,1664,3306,1728,== = = =
5707196160192_1_ucb.JPG,0,1998,1666,3306,1727, =
5707196160192_1_ucb.JPG,9,157,1869,913,2054,"(DE) Pulled Pork. Schweinefleisch mit Zusatz von Wasser, mariniert und gegart. Das Nettogewicht von 550 g"
5707196160192_1_ucb.JPG,9,1020,1851,1780,2041,(NL) Pulled Pork. Varkensvlees met toegevoegd water. Gemarineerd en gegaard. Het netto gewicht van 550 g
5707196160192_1_ucb.JPG,9,177,2424,980,2602,(ur) Pulled Pork. Carne di suino con aggiunta di acqua Marinata e cotta Il peso netto di 550 g e costituito da carnee
5707196160192_1_ucb.JPG,9,1040,2417,1799,2588,(FR] Pulled Pork. Viande de porc avec eau ajoutee; marinee et cuite Le poids net de 550 g se compose de viandeet
5707196160192_1_ucb.JPG,7,2265,2582,2385,2638,550 9
5707196160192_1_ucb.JPG,7,2262,2713,2390,2762,550 9
5707196160192_1_ucb.JPG,7,2269,2840,2383,2887,550 9
5707196160192_1_ucb.JPG,7,2272,2961,2384,3011,550 9
5707196160192_1_ucb.JPG,18,2008,1836,2985,1960,HALTBARKEIT: Bei +2'C bis maximal +7*C. Einmal geöffnet innerhalb von 2-3 Tagen verbrauchen.
5707196160192_1_ucb.JPG,18,1899,1986,2989,2103,CONSERVAZIONE: Conservare refrigerato a max. +4' C. Una volta aperto consumare entro 2-3 giorni.
5707196160192_1_ucb.JPG,10,1863,2131,2989,2245,HOUDBAARHEID: Gekoeld bewaren bij max +7'C. Na het openen van de verpakking binnen 2-3 dagen gebruiken.
5707196160192_1_ucb.JPG,10,1832,2279,2993,2392,CONSERVATION: Ä conserver au refrigerateur a max +4* C. Consommer dans les 2 ou 3 jours apres ouverture.
5707196160192_1_ucb.JPG,3,3032,1815,3828,2433,"5 707196""160 192'"
5707196160192_1_ucb.JPG,13,2751,2740,3058,2816,18.02.23
5707196160192_1_ucb.JPG,14,3089,2737,3467,2801,Los 234 E3
5707196160192_1_ucb.JPG,24,2556,2944,3503,3058,Danish Crown Foods Germany GmbH DE-20251 Hamburg. www.danishcrown.com
5707196160192_1_ucb.JPG,21,3562,2904,3819,3073,DE NI 10845 EG
5000112548167_5_ucb.JPG,7,2122,1770,2317,1881,"0,5L"
5000112548167_5_ucb.JPG,19,2117,1893,2317,2179,"0 2 kJ 0,4 kcal 09 70Oml: 250m/ Yekjiol 'kcal"
5000112548167_5_ucb.JPG,2,1730,1955,2074,2356,%u
5000112548167_5_ucb.JPG,2,2753,1742,2861,1848,6u6
5000112548167_5_ucb.JPG,1,1733,2414,1791,2486,Ve
5000112548167_5_ucb.JPG,5,1715,257,2906,4350,"PEN 0,5L Gun kalorie '2 250ml, Erfrisei 2 kJ mHSia 0,4 kcal Kohlense ? 09' Sauerurs 7oOml: Citroneos:  % @K90ml Kiny Enthalte Lighl - MA Gere THE Ill Ve ury 'kcal {UCli"
5000112548167_5_ucb.JPG,10,2754,1922,2867,2287,"Ertrisci mHsea Kohlense % Saueruns Cilonensa  (Natriums) Asparter] Enlhalte "" Lighl-€"
5000112548167_7_ucb.JPG,7,2458,1761,2674,1863,"e0,5L"
5000112548167_7_ucb.JPG,11,1951,2401,2296,2486,"Coca-Cola European Partners DE, Postfach 67 0156, 10207 Berlin"
5000112548167_7_ucb.JPG,10,1890,1972,2329,2299,"Mit (Sülungsmitteln . Zutaten: Wasser , Kohlensäure, Farbstoff E 150d, Sauerungsmittel Phosphorsäure und Citronensäure, Süßungsmittel (Hatriumcyctamat, Acesulfam K; Aspartam [, Aroma , Aroma Koffein. Enthalt eine Phenylalaninquelle  Light - ohne Zucker."
5000112548167_7_ucb.JPG,12,2457,1860,2845,2400,"Nährwertangaben je; 1oOm  25Om4 (89 Brennwert: 0,8k/ 2WI 0,2 kcal 0,4 kcal Jo87 [Kohlenhydrate: 0g 09 |037 davon Zucker: 0g 09 Hox/ [Salz: 0,029 0,059 Us  Enthalt geringkugige Mengen von Fex | gesatugten Fettsauren und Eimen_ für einen 'Roefcnsoumengofi cieanhsenn 78400 kJ / 2000 kcal)."
5000112548167_7_ucb.JPG,6,2776,2365,2840,2463,8i
5000112548167_7_ucb.JPG,3,2847,2023,2930,2512,
5000112548167_7_ucb.JPG,2,1886,1892,2416,2016,"kalorienfreies , kolfeinhaltiges [rrischungsgetränk mit Ptlanzenextrakten, mil Sübungsmitteln . Zutaten: Wasser ,"
5000112548167_7_ucb.JPG,9,1885,1760,2110,1857,Gcvocl
5000112548167_7_ucb.JPG,1,2107,1807,2412,1880,ligRtotaate
5000112548167_7_ucb.JPG,5,1789,252,2970,4359,"@cußel eqftotaate @0,5L-2+%iaf Nährwertangaben je: kalorienfreies, koffeinhaltiges Errischungsgetränk mit Ptlanzenextrakten, 1oOmu 25Om| Mit 'Sülungsmitteln . Zutaten: Wasser, Brennwert: o,8Ki 2Wi Kohlensäure, Farbstoff E 150d, 0,2kcal |o4 kca J37 Sauerungsmittel Phosphorsäure und [Kohlenhydrate: 0g 0g Citronensäure, Süßungsmittel davon Zucker: 0g 0g (atriumcyclamat , Acesulfam K, [Salz: 0,029 [ 0,05g Aspartam [, Aroma, Aroma Koffein. [Enthalt geringfugige Mengen von Fek | Enthalt eine Phenylalaninquelle  gesättigten Fettsauren und Einen Light - ohne Zucker. [ Referenzmenge für einen MA Genehmigung von durchschnitttichen Erwachsenen the CoCa-Cola Company 78400 kJ / 2000 kcal) Coca-Cola European Partners DE, Mindestens haltbar bis: Vio Postfach 67 07 56, 10207 Berlin siehe Flaschenhals 030/ WWWw coke de 2 Einwegpfand 0,25 € 226 069 069"
5000112548167_7_ucb.JPG,20,2870,1739,2929,2003,
5707196160192_3_ucb.JPG,5,162,1008,3795,3342,Readyfor TLIP GRILL & OVEN approx 30 min Slow Cooked G H 8 PULLED | 1 PORK TENDER AND JUICY Barbecue
5707196160192_3_ucb.JPG,2,725,1948,1964,2632,PULLED PORK
5707196160192_3_ucb.JPG,4,704,1263,1953,1548,TWTIP
5707196160192_3_ucb.JPG,0,707,1259,1952,1542,TWLIP
5707196160192_3_ucb.JPG,1,1223,2788,1482,2847,Barbecue
5000159471510_1_ucb.JPG,11,1185,2878,2206,3128,"HP @7 Mars Austria OG Handelskai 92 A-1200 Wien 02162 601-0 WWW.mars .at DE Mars GmbH D-82004 089 130 130 60 www.mars de [S Mars Spain S.L Plaza de Carlos Trias Bertran, 4, 1a Aaje Madrid, Espana 900 10 25 88, WWWmars. es Untehahing , Muse ^ 2120"
5000159471510_1_ucb.JPG,7,1205,3274,1500,3391,20 g €
5000159471510_1_ucb.JPG,6,1518,3258,1639,3385,
5000159471510_1_ucb.JPG,6,1683,3201,1859,3399,
5000159471510_1_ucb.JPG,3,2223,2533,2752,3353,: ; 1 I
5000159471510_1_ucb.JPG,10,1202,1932,2702,2574,"Erdnüsse (24%) in Milchschokolade (48%) mit Zuckeruserzug. Eutaten: DE Erdnasse; Kakaomasse Vollmilchpulver 'Kakaobutter Stärke Palmfett asesirupuMagermilchpulver FEmulgator (Scjalecithiextrimiozuckeri arabicum) , Sheafett; Butterreinfett 'Zus Milch) Dextrin; Überzugsmittel 'aubawachs), Farbstoffe (E1oO, E120, E133, EvsOa, E16Oe E170) , Palmkernöl, Salz: (Kann enthalten: Haselnuss, Mandel). [ES Cacahuetes (24%) en; de chocolate con leche (48%) y una capa de azucar. Ingredientes: azucar, Abiertos de cacao, leche entera en polvo; manteca de cacao, almidon; #abeedena pastbe de ciccosa; Ieche descremada en polvo; emulgente (iecitina de de 'lactosa, estabilizante (goma aräbiga) , manteca de karite, grasa de mantequilla leche) , dextrina; agente_de recubrimiento (cera carnauba) , colorantes (Eioo; E133, E16oa, E16Oe, E170) , aceite de semillas de palma, aromas, sal. (Puede ener: avellana, almendra) er, (Gummi aisator pasta palma,"
5000159471510_1_ucb.JPG,12,1182,1212,2719,1835,Poiciunes P~  Portionen pro Packun de la 44g (%*) 449 Portionsgrösse: 'Informacion Nutricional /100g [ Nährwertinformation 2157kJ 516kcal (16/) Valor 119 Fett / 4.7g (24%) davon Fettsäuren /de las cuales 269 /109) [Kohlenhyarate Hidratos de carbono 53g 23 (269) Zucker / de Ios cuales azucares 10 4g (9%) 7 Proteinas 0 (< 1%) 0.10 6z/ Sal Ervzachsenen (8 00 O0O kcal) / hen porcion: Tamano (11% 49kJ (110 227kcal energetico Energie 269 Grasas 119 saturadas gesättigte Idavon veiss 04g kJ/2
5000159471510_1_ucb.JPG,5,901,450,3114,3729,"'Porciones por paquete: 5 Portionen pro Packung de la Portionsgrosse: Nutricional /100g 449 % Informacion (11 Nährwertinformation 2157kJ 516kcal (16/) Valor 11g Fett 4.79 davon Fettsäuren / de_las cuales 269 /109) [Kohlenhydrate Hidratos de carbono 23 (26% Zucker de cuales azucares 4g (9%) 103 0.04g (< 1% 0.10 1z/ Sal Ervachsenen (8 00 OOO kcal) / csterenzmenge für durchschnit de referencia de un -dultc nedi ? {8 400 kJ/2 OOO esta Erdnüsse (24%) in Milchschokolade (48%) mit Zuckerüberzug. Zutaten: DE Erdnusse; Kakaomasse Vollmilchpulver Kakaobutter Stärke Palmfett; osesirapusagermilchpulve' (Emulgator (Sc,aiecithiextrinilberzuackeri [(Gummi arabicum), Sheafett; Butterreinfett _~us Milcho Dextrin Überzugsmittel Tisator Farbstoffe (E10O, E120, E133, EvsOa, E16Oe, E170), Palmkernöl , naubsaachskararbstoketen: Oasezauss38uandel) @ Cacahuetes (24%) ""entoSae chocolate con leche (48%) y una capa de azucar: Ingredientes: azucar, abiertos de de cacao; leche entera en polvo; manteca de cacao, almidon; #saheedlesa paslbec@ gaGcosa: ieche descremada en polvo; emulgente (lecitinade de lactosa estabilizante (goma arabiga), manteca de karite; grasa de mantequilla leche) , dextrina, agente_de recubrimiento (cera carnauba) , colorantes (E10o, Ei33, E160a, E16Oe, E170) , aceite de semillas de palma; aromas, sal. (Puede 'ener; avellana, almendra) . N Milchschokolade enthält neben Kakaobutter andere pflanzliche Fette. [ES El chocolate con lshe contiene grasas vegetales ademas de manteca de 8 cacao. HP [7 Mars Austria OG, Handelskai 92, A-1200 Wien  02162 601-0, www mars at DE Mars GmbH, D-82004 Untenarhing ; 089 130 130 60 www.mars de [S Mars Spain S.L., Plaza de Carlos Trias Bertran, 4, 1a ; faa 280 Madrid, Espana 900 10 25 88, www mars es 1 20 g € m 7 449 porcion: (%*) Tamano  49kJ (110 227kcal Energie energetico 269 249) Grasas 119 saturadas gesättigte 53g [davon los Proteinas [Eveiss , kJ/2 hen einen kca' icer, pasta Guch Muse"
5000159471510_1_ucb.JPG,9,1172,1922,2536,2005,Erdnüsse (24%) in Milchschokolade (48%) Zuckerüberzug. DE Ohutter Stärke mit
5707196160192_2_ucb.JPG,5,12,1578,3980,3226,"2227624 (pe) ZUTATEN: Schweinefleisch (82%) , Wasser (13%), Durchschnittliche Nährwerte pro 1o0g/ Salz, Maltodextrin, Gewürze; Säureregulator (E331), Valori medi per 100 g di prodotto modifizierte Maisstärke; Gewürzextrakte; Zucker, Gemiddelde voedingswaarde per 100g / Zwiebeln, Knoblauch, Tomatenpulver; Kräuter. Valeurs nutritionnelles moyennes pour 100 g: RECYCLED Energie/Energia/Energie/Energie: 558 kJ/133 kcal Packaging made from {It] INGREDIENTI: Carne di suino (82%), acqua, sale, Fett /Grassi /Vetten /Matieres grasses: recycled material maltodestrina; spezie; correttore di acidita (E331), davon gesättigte Fettsäuren / FSC FSC C110152 amido di mais modificato; estratti di spezie; zucchero; www fscorg di cui acidi grassi saturi /dont acides gras satures: 2,49 cipolla; aglio, polvere di pomodoro; erbe. Kohlenhydrate/carboidrati /waarvan verzadigd / Koolhydraten /Glucides: 2,59 RACCOLTA DIFFERE NZIATA (NL) INGREDIENTEN: Varkensvlees (82%| , water; zout, maltodextrine, kruiden, zuurteregelaar (E331), gemo- davon Zucker/di cui zuccheri/waarvan suikers/ SCATOLA BUSTA difceerd maiszetmeel, kruidenextracten, suiker; ui, dont sucres: PAP 21 knoflook, tomatenpoeder; kruiden. Eiweiß /Proteine/Eiwit /Proteines: 179 CARTA PLASTICA Salz /Sale/Zout /Sel: VERIFICA LE DISPOSIZIONI DEL TUO COMUNE (FR) INGREDIENTS : Viande de porc (82%), eau; sel, maltodextrine, epices, regulateur d'acidite (E331), ami- don modifie de mais, extraits d'epices; sucre, oignon; ail, tomates en poudre; herbes. 6,09 0,59 1,59"
5707196160192_2_ucb.JPG,2,843,1609,2017,1687, z / 
5707196160192_2_ucb.JPG,10,183,1932,1270,2181,"(DE] ZUTATEN: Schweinefleisch (82%), Wasser (13%/ Salz, Maltodextrin; Gewürze, Säureregulator (E331), modifizierte Maisstärke; Gewürzextrakte; Zucker; Zwiebeln, Knoblauch, Tomatenpulver; Kräuter."
5707196160192_2_ucb.JPG,10,190,2245,1325,2494,"{It] INGREDIENTI: Carne di suino (82%), acqua; sale, maltodestrina; spezie; correttore di acidita (E331), amido di mais modificato; estratti di spezie; zucchero; cipolla; aglio, polvere di pomodoro; erbe."
5707196160192_2_ucb.JPG,10,194,2553,1321,2808,"{NL] INGREDIENTEN: Varkensvlees (82%) , water; zout, maltodextrine, kruiden; zuurteregelaar (E331), gemo- difceerd maiszetmeel, kruidenextracten, suiker; ui, knoflook, tomatenpoeder; kruiden."
5707196160192_2_ucb.JPG,10,207,2866,1360,3126,"(FR) INGREDIENTS < Viande de porc (82%), eau; sel, maltodextrine, epices, regulateur d'acidite (E331), ami - don modifie de mais, extraits d'epices; sucre; oignon, ail, tomates en poudre, herbes."
5707196160192_2_ucb.JPG,12,1432,1919,2742,2877,"Durchschnittliche Nährwerte pro 100g/ Valori medi per 100 g di prodotto Gemiddelde voedingswaarde per 1009 / Valeurs nutritionnelles moyennes pour 100 g: Energie/Energia/Energie/Energie: 558 kJ/133 kcal Fett /Grassi /Vetten /Matieres grasses: davon gesättigte Fettsäuren/ di cui acidi grassi saturi /dont acides gras satures: Kohlenhydrate/carboidrati /waarvan verzadigd/ Koolhydraten /Glucides: 2,59 davon Zucker/di cui zuccheri/waarvan suikers/ dont sucres: Eiweiß / Proteine/Eiwit /Proteines: Salz /Sale/Zout/Sel: 1,59 6,09 2,49 0,59 179"
5707196160192_2_ucb.JPG,15,2945,2086,3749,2427,RECYCLED Packaging made from recycled material FSC www fsc.org FSC C110152
5000112548167_6_ucb.JPG,7,2627,1756,2780,1856,"e0,l"
5000112548167_6_ucb.JPG,11,2101,2399,2486,2483,"Coca-Cola European Partners DE, Postfach 67 01 56. 10207 Berlin"
5000112548167_6_ucb.JPG,10,2013,1971,2518,2306,"mit Süßungsmitteln. Zutaten: Wasser, Kohlensäure, Farbstoff € 150d, Säuerungsmittel Phosphorsäure und Citronensäure , Süßungsmittel (Natriumcyclamat , Acesulfam K: Aspartam], Aroma, Aroma Koffein. Enthält eine Phenylalaninquelle. Light ohne Zucker."
5000112548167_6_ucb.JPG,12,2630,1848,2848,2389,Nuhnele Brennwert   QOuy Ml [Kohlenhydrale: davon Zucker: Salz: OM| [Enthalt 5 IFene Referenzmeneh54 durchschnlcheb 78400 Rj7 20001c34 Koennhss gesathoten |
5000112548167_6_ucb.JPG,9,2015,1884,2595,2013,"kalorienfreies , kotfeinhaltiges Erfrischungsgetränk mit Pflanzenextrakten; mit Sußunosmitteln . Zutaten: Wasser ,"
5000112548167_6_ucb.JPG,2,2009,1766,2303,1862,@cvooto
5000112548167_6_ucb.JPG,1,2296,1805,2591,1878,lgRtotaate
5000112548167_6_ucb.JPG,5,1693,252,2903,4353,"Gccßel ugftotaste @l,flans) Nuhnen s kalorienfreies , koffeinhaltiges Erfrischungsgetränk mit Pflanzenextrakten; mit Sülungsmitteln. Zutaten: Wasser, [Brennwert   QOuy Kohlensäure, Farbstoff E 150d, Vlg Säuerungsmittel Phosphorsäure und |Kohlenhydrate: davon Zucker; Citronensäure, Süßungsmittel AM (Natriumcyclamat , Acesulfam K; [Salz: Aspartam  , Aroma, Aroma Koffein: [Enthalt e Enthält eine Phenylalaninquelle . gesattolenfens % Light ohne Zucker . 1 'Rothennhe Mit Genehmigung von THE CoCa-COLA COMPANY 78400 R72nc  Coca-Cola European Partners DE, Mindestens halb  Postfach 67 01 56, 10207 Berlin siehe Flaschenhaks 030/ Www coke de 2 Einwegphanrs 226 069 069 (gernghs"
